,index (ignore),SOC code (occupation label),"Income (Yscore weighted with importance, formula in report)",Satisfaction,Learnability,Security,score (mean of the 4),color,Career Cluster,Career Pathway,Occupation
859,646,25-4011.00,2641.744959,458.5270864,-2208.232311,2127.861257,754.9752481,0.525591892,Education and Training,Teaching/Training,Archivists
860,1584,53-6041.00,2657.441222,453.8296517,-2120.923088,2025.079348,753.8567835,0.524232792,"Transportation, Distribution and Logistics",Warehousing and Distribution Center Operations,Traffic Technicians
861,1583,53-6041.00,2657.441222,453.8296517,-2120.923088,2025.079348,753.8567835,0.524232792,"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",Traffic Technicians
862,1157,43-6011.00,2612.71159,453.5707802,-2195.249237,2143.74847,753.6954007,0.524036688,Business Management and Administration,Administrative and Information Support,Executive Secretaries and Executive Administrative Assistants
863,1158,43-6011.00,2612.71159,453.5707802,-2195.249237,2143.74847,753.6954007,0.524036688,Health Science,Health Informatics,Executive Secretaries and Executive Administrative Assistants
864,1509,51-9082.00,2627.715062,458.9317715,-2063.928633,1991.405499,753.5309251,0.523836826,Health Science,Health Informatics,Medical Appliance Technicians
865,1510,51-9082.00,2627.715062,458.9317715,-2063.928633,1991.405499,753.5309251,0.523836826,Manufacturing,"Maintenance, Installation and Repair",Medical Appliance Technicians
866,1585,53-6051.01,2636.816143,462.3229423,-2091.380789,2005.750344,753.37716,0.523649978,"Transportation, Distribution and Logistics",Transportation Operations,Aviation Inspectors
867,1586,53-6051.01,2636.816143,462.3229423,-2091.380789,2005.750344,753.37716,0.523649978,"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",Aviation Inspectors
868,345,17-3029.01,2649.345653,459.3261315,-2088.527223,1989.710914,752.4638688,0.522540194,"Science, Technology, Engineering and Mathematics",Science and Math,Non-Destructive Testing Specialists
869,335,17-3024.01,2698.865513,463.8527769,-2070.316232,1917.116773,752.3797077,0.522437926,Manufacturing,"Maintenance, Installation and Repair",Robotics Technicians
870,270,17-1021.00,2635.941628,454.1999223,-2171.776235,2090.763179,752.2821235,0.522319347,Architecture and Construction,Design/Pre-Construction,Cartographers and Photogrammetrists
871,269,17-1021.00,2635.941628,454.1999223,-2171.776235,2090.763179,752.2821235,0.522319347,"Agriculture, Food and Natural Resources",Natural Resources Systems,Cartographers and Photogrammetrists
872,271,17-1021.00,2635.941628,454.1999223,-2171.776235,2090.763179,752.2821235,0.522319347,"Science, Technology, Engineering and Mathematics",Science and Math,Cartographers and Photogrammetrists
873,850,29-2011.01,2647.65715,459.4705452,-2166.532193,2065.535117,751.5326547,0.521408631,Health Science,Diagnostic Services,Cytogenetic Technologists
874,325,17-3021.00,2652.914642,460.1332007,-2080.409394,1968.528706,750.2917888,0.519900795,"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,Aerospace Engineering and Operations Technicians
875,326,17-3021.00,2652.914642,460.1332007,-2080.409394,1968.528706,750.2917888,0.519900795,"Transportation, Distribution and Logistics",Transportation Operations,Aerospace Engineering and Operations Technicians
876,1475,51-8012.00,2613.531621,452.3043884,-2080.158435,2010.366725,749.0110751,0.518344538,Manufacturing,Production,Power Distributors and Dispatchers
877,856,29-2031.00,2598.717191,456.0196817,-2089.686941,2030.63843,748.9220903,0.518236409,Health Science,Diagnostic Services,Cardiovascular Technologists and Technicians
878,764,27-3091.00,2572.767665,457.7843995,-2195.514293,2155.488523,747.6315737,0.51666824,Hospitality and Tourism,Travel and Tourism,Interpreters and Translators
879,765,27-3091.00,2572.767665,457.7843995,-2195.514293,2155.488523,747.6315737,0.51666824,Human Services,Consumer Services,Interpreters and Translators
880,763,27-3091.00,2572.767665,457.7843995,-2195.514293,2155.488523,747.6315737,0.51666824,Education and Training,Teaching/Training,Interpreters and Translators
881,1281,47-5031.00,2584.592088,454.7702215,-2043.853955,1993.594673,747.2757568,0.516235869,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Explosives Workers, Ordnance Handling Experts, and Blasters"
882,1282,47-5031.00,2584.592088,454.7702215,-2043.853955,1993.594673,747.2757568,0.516235869,Architecture and Construction,Construction,"Explosives Workers, Ordnance Handling Experts, and Blasters"
883,883,29-2092.00,2577.673561,452.7688753,-2094.717502,2050.525211,746.5625363,0.515369201,Health Science,Therapeutic Services,Hearing Aid Specialists
884,472,19-4099.01,2624.623976,451.8751194,-2072.186133,1981.900142,746.553276,0.515357948,"Science, Technology, Engineering and Mathematics",Science and Math,Quality Control Analysts
885,829,29-1124.00,2607.04834,453.787938,-2068.984455,1993.839074,746.4227243,0.515199309,Health Science,Diagnostic Services,Radiation Therapists
886,830,29-1124.00,2607.04834,453.787938,-2068.984455,1993.839074,746.4227243,0.515199309,Health Science,Therapeutic Services,Radiation Therapists
887,906,31-2021.00,2561.424381,451.3465471,-2107.608812,2080.503079,746.4162988,0.515191501,Health Science,Therapeutic Services,Physical Therapist Assistants
888,884,29-2099.01,2597.967352,455.146907,-2082.732177,2013.127183,745.8773163,0.514536557,Health Science,Diagnostic Services,Neurodiagnostic Technologists
889,1166,43-9011.00,2596.083071,446.1287174,-2056.56536,1996.269644,745.479018,0.514052566,Information Technology,Information Support and Services,Computer Operators
890,1165,43-9011.00,2596.083071,446.1287174,-2056.56536,1996.269644,745.479018,0.514052566,Business Management and Administration,Administrative and Information Support,Computer Operators
891,846,29-1199.01,2579.690054,449.7391794,-2149.502105,2094.429073,743.5890504,0.511755975,Health Science,Therapeutic Services,Acupuncturists
892,743,27-3022.00,2577.768155,453.2248289,-2184.75667,2126.774276,743.2526476,0.511347196,"Agriculture, Food and Natural Resources",Agribusiness Systems,Reporters and Correspondents
893,745,27-3022.00,2577.768155,453.2248289,-2184.75667,2126.774276,743.2526476,0.511347196,Government and Public Administration,Governance,Reporters and Correspondents
894,744,27-3022.00,2577.768155,453.2248289,-2184.75667,2126.774276,743.2526476,0.511347196,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Reporters and Correspondents
895,1410,51-4012.00,2664.552772,444.5905682,-2059.324642,1922.017932,742.9591575,0.510990562,Information Technology,Information Support and Services,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
896,1412,51-4012.00,2664.552772,444.5905682,-2059.324642,1922.017932,742.9591575,0.510990562,Manufacturing,Production,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
897,1411,51-4012.00,2664.552772,444.5905682,-2059.324642,1922.017932,742.9591575,0.510990562,Information Technology,Programming and Software Development,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic"
898,358,17-3031.02,2627.627129,444.4952252,-2120.128815,2019.675665,742.9173012,0.5109397,Government and Public Administration,Governance,Mapping Technicians
899,359,17-3031.02,2627.627129,444.4952252,-2120.128815,2019.675665,742.9173012,0.5109397,Manufacturing,"Maintenance, Installation and Repair",Mapping Technicians
900,360,17-3031.02,2627.627129,444.4952252,-2120.128815,2019.675665,742.9173012,0.5109397,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Mapping Technicians
901,1129,43-4181.00,2560.765274,445.6993746,-2167.704882,2131.323574,742.520835,0.510457935,"Transportation, Distribution and Logistics",Sales and Service,Reservation and Transportation Ticket Agents and Travel Clerks
902,1128,43-4181.00,2560.765274,445.6993746,-2167.704882,2131.323574,742.520835,0.510457935,"Marketing, Sales and Service",Professional Sales and Marketing,Reservation and Transportation Ticket Agents and Travel Clerks
903,1127,43-4181.00,2560.765274,445.6993746,-2167.704882,2131.323574,742.520835,0.510457935,Hospitality and Tourism,Travel and Tourism,Reservation and Transportation Ticket Agents and Travel Clerks
904,980,37-1011.00,2533.151705,446.8913172,-2040.171971,2029.928968,742.4500047,0.510371866,Hospitality and Tourism,Lodging,First-Line Supervisors of Housekeeping and Janitorial Workers
905,1110,43-4061.00,2560.170361,452.6593469,-2218.137888,2173.24041,741.9830576,0.509804456,Human Services,Family and Community Services,"Eligibility Interviewers, Government Programs"
906,1108,43-4061.00,2560.170361,452.6593469,-2218.137888,2173.24041,741.9830576,0.509804456,Government and Public Administration,Governance,"Eligibility Interviewers, Government Programs"
907,1109,43-4061.00,2560.170361,452.6593469,-2218.137888,2173.24041,741.9830576,0.509804456,Government and Public Administration,Public Management and Administration,"Eligibility Interviewers, Government Programs"
908,171,13-2041.00,2635.266474,444.6419254,-2182.298424,2069.311911,741.7304717,0.509497527,Business Management and Administration,Business Financial Management and Accounting,Credit Analysts
909,172,13-2041.00,2635.266474,444.6419254,-2182.298424,2069.311911,741.7304717,0.509497527,Finance,Banking and Related Services,Credit Analysts
910,173,13-2041.00,2635.266474,444.6419254,-2182.298424,2069.311911,741.7304717,0.509497527,Finance,Financial and Investment Planning,Credit Analysts
911,1063,41-4012.00,2542.356116,443.6040123,-2157.681617,2128.087324,739.0914588,0.506290735,Finance,Insurance Services,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
912,1064,41-4012.00,2542.356116,443.6040123,-2157.681617,2128.087324,739.0914588,0.506290735,"Marketing, Sales and Service",Buying and Merchandising,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
913,1065,41-4012.00,2542.356116,443.6040123,-2157.681617,2128.087324,739.0914588,0.506290735,"Marketing, Sales and Service",Professional Sales and Marketing,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
914,721,27-2021.00,2528.435433,446.3604264,-2088.588439,2070.03773,739.0612875,0.506254072,Education and Training,Teaching/Training,Athletes and Sports Competitors
915,722,27-2021.00,2528.435433,446.3604264,-2088.588439,2070.03773,739.0612875,0.506254072,Hospitality and Tourism,"Recreation, Amusements and Attractions",Athletes and Sports Competitors
916,880,29-2081.00,2542.845454,443.2096413,-2102.37517,2052.346691,734.0066542,0.500111944,Health Science,Therapeutic Services,"Opticians, Dispensing"
917,1463,51-6092.00,2565.456099,437.8390305,-2056.019486,1986.813482,733.5222814,0.499523359,Manufacturing,Production,Fabric and Apparel Patternmakers
918,1462,51-6092.00,2565.456099,437.8390305,-2056.019486,1986.813482,733.5222814,0.499523359,Manufacturing,Manufacturing Production Process Development,Fabric and Apparel Patternmakers
919,1094,43-4011.00,2564.40792,441.1167683,-2153.07859,2081.512179,733.4895692,0.499483609,Finance,Financial and Investment Planning,Brokerage Clerks
920,1093,43-4011.00,2564.40792,441.1167683,-2153.07859,2081.512179,733.4895692,0.499483609,Business Management and Administration,Business Financial Management and Accounting,Brokerage Clerks
921,502,23-1012.00,2561.204552,450.8094245,-2191.588929,2111.523166,732.9870535,0.498872978,"Law, Public Safety, Corrections and Security",Legal Services,Judicial Law Clerks
922,318,17-3011.02,2581.457328,439.136198,-2103.066548,2012.826545,732.5883807,0.498388532,Architecture and Construction,Design/Pre-Construction,Civil Drafters
923,319,17-3011.02,2581.457328,439.136198,-2103.066548,2012.826545,732.5883807,0.498388532,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Civil Drafters
924,1573,53-5021.02,2514.834421,443.0907634,-1974.952629,1945.621022,732.1483944,0.497853883,"Transportation, Distribution and Logistics",Transportation Operations,"Mates- Ship, Boat, and Barge"
925,657,25-9011.00,2552.811989,450.6823065,-1995.774584,1919.123527,731.7108097,0.497322153,Education and Training,Professional Support Services,Audio-Visual and Multimedia Collections Specialists
926,221,15-1133.00,2589.993488,438.3483726,-2140.958991,2039.453171,731.7090104,0.497319966,Architecture and Construction,Design/Pre-Construction,"Software Developers, Systems Software"
927,222,15-1133.00,2589.993488,438.3483726,-2140.958991,2039.453171,731.7090104,0.497319966,Information Technology,Information Support and Services,"Software Developers, Systems Software"
928,224,15-1133.00,2589.993488,438.3483726,-2140.958991,2039.453171,731.7090104,0.497319966,Information Technology,Network Systems,"Software Developers, Systems Software"
929,225,15-1133.00,2589.993488,438.3483726,-2140.958991,2039.453171,731.7090104,0.497319966,Information Technology,Programming and Software Development,"Software Developers, Systems Software"
930,223,15-1133.00,2589.993488,438.3483726,-2140.958991,2039.453171,731.7090104,0.497319966,Information Technology,Interactive Media,"Software Developers, Systems Software"
931,732,27-2041.04,2551.994012,442.8151743,-2143.83346,2072.896388,730.9680286,0.496419564,"Arts, Audio/Video Technology and Communications",Performing Arts,Music Composers and Arrangers
932,733,27-2041.04,2551.994012,442.8151743,-2143.83346,2072.896388,730.9680286,0.496419564,Human Services,Counseling and Mental Health Services,Music Composers and Arrangers
933,1121,43-4151.00,2529.238978,437.3711392,-2121.518158,2078.302286,730.8485611,0.496274393,Business Management and Administration,Administrative and Information Support,Order Clerks
934,1122,43-4151.00,2529.238978,437.3711392,-2121.518158,2078.302286,730.8485611,0.496274393,"Marketing, Sales and Service",Buying and Merchandising,Order Clerks
935,696,27-1024.00,2540.586652,439.2356796,-2105.582194,2048.005019,730.5612893,0.495925315,"Agriculture, Food and Natural Resources",Agribusiness Systems,Graphic Designers
936,697,27-1024.00,2540.586652,439.2356796,-2105.582194,2048.005019,730.5612893,0.495925315,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Graphic Designers
937,699,27-1024.00,2540.586652,439.2356796,-2105.582194,2048.005019,730.5612893,0.495925315,Information Technology,Network Systems,Graphic Designers
938,698,27-1024.00,2540.586652,439.2356796,-2105.582194,2048.005019,730.5612893,0.495925315,"Arts, Audio/Video Technology and Communications",Visual Arts,Graphic Designers
939,865,29-2051.00,2535.335435,437.1143063,-2054.710567,2003.47294,730.3030286,0.49561149,Health Science,Support Services,Dietetic Technicians
940,866,29-2051.00,2535.335435,437.1143063,-2054.710567,2003.47294,730.3030286,0.49561149,Health Science,Therapeutic Services,Dietetic Technicians
941,867,29-2051.00,2535.335435,437.1143063,-2054.710567,2003.47294,730.3030286,0.49561149,"Science, Technology, Engineering and Mathematics",Science and Math,Dietetic Technicians
942,994,39-2011.00,2504.287297,443.5322775,-2079.32951,2047.347981,728.9595115,0.493978918,"Agriculture, Food and Natural Resources",Animal Systems,Animal Trainers
943,995,39-2011.00,2504.287297,443.5322775,-2079.32951,2047.347981,728.9595115,0.493978918,Hospitality and Tourism,"Recreation, Amusements and Attractions",Animal Trainers
944,862,29-2034.00,2516.927103,442.3677061,-2064.909491,2019.481341,728.4666647,0.493380036,Health Science,Therapeutic Services,Radiologic Technologists
945,861,29-2034.00,2516.927103,442.3677061,-2064.909491,2019.481341,728.4666647,0.493380036,Health Science,Diagnostic Services,Radiologic Technologists
946,1164,43-6014.00,2514.440667,440.9074291,-2108.074344,2065.688243,728.2404987,0.493105211,Business Management and Administration,Administrative and Information Support,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
947,775,27-4014.00,2529.67705,441.8486985,-2006.980786,1947.786734,728.0829241,0.492913734,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Sound Engineering Technicians
948,776,27-4014.00,2529.67705,441.8486985,-2006.980786,1947.786734,728.0829241,0.492913734,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Sound Engineering Technicians
949,777,27-4014.00,2529.67705,441.8486985,-2006.980786,1947.786734,728.0829241,0.492913734,"Arts, Audio/Video Technology and Communications",Telecommunications,Sound Engineering Technicians
950,332,17-3023.03,2578.756713,444.625677,-2007.600588,1896.040191,727.9554981,0.492758893,Manufacturing,Manufacturing Production Process Development,Electrical Engineering Technicians
951,331,17-3023.03,2578.756713,444.625677,-2007.600588,1896.040191,727.9554981,0.492758893,Manufacturing,"Maintenance, Installation and Repair",Electrical Engineering Technicians
952,333,17-3023.03,2578.756713,444.625677,-2007.600588,1896.040191,727.9554981,0.492758893,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electrical Engineering Technicians
953,901,31-1013.00,2454.119181,439.4157036,-2066.981312,2084.482131,727.7589257,0.492520028,Health Science,Therapeutic Services,Psychiatric Aides
954,900,31-1013.00,2454.119181,439.4157036,-2066.981312,2084.482131,727.7589257,0.492520028,Health Science,Health Informatics,Psychiatric Aides
955,327,17-3022.00,2554.065303,437.1730213,-2077.445388,1992.276202,726.5172847,0.491011251,Architecture and Construction,Design/Pre-Construction,Civil Engineering Technicians
956,328,17-3022.00,2554.065303,437.1730213,-2077.445388,1992.276202,726.5172847,0.491011251,Manufacturing,"Maintenance, Installation and Repair",Civil Engineering Technicians
957,854,29-2012.00,2551.09715,443.7246997,-2021.264933,1928.951113,725.6270074,0.489929432,Health Science,Therapeutic Services,Medical and Clinical Laboratory Technicians
958,853,29-2012.00,2551.09715,443.7246997,-2021.264933,1928.951113,725.6270074,0.489929432,Health Science,Diagnostic Services,Medical and Clinical Laboratory Technicians
959,939,33-3021.02,2498.789492,436.8491642,-2063.376962,2025.037515,724.3248024,0.48834706,"Law, Public Safety, Corrections and Security",Law Enforcement Services,Police Identification and Records Officers
960,651,25-4013.00,2508.69255,439.6811172,-2057.465383,2003.166405,723.5186726,0.487367493,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Museum Technicians and Conservators
961,652,25-4013.00,2508.69255,439.6811172,-2057.465383,2003.166405,723.5186726,0.487367493,Hospitality and Tourism,"Recreation, Amusements and Attractions",Museum Technicians and Conservators
962,653,25-4013.00,2508.69255,439.6811172,-2057.465383,2003.166405,723.5186726,0.487367493,"Science, Technology, Engineering and Mathematics",Science and Math,Museum Technicians and Conservators
963,1366,49-9092.00,2510.481869,447.0610754,-1962.344675,1891.978186,721.7941139,0.485271899,"Transportation, Distribution and Logistics",Transportation Operations,Commercial Divers
964,1365,49-9092.00,2510.481869,447.0610754,-1962.344675,1891.978186,721.7941139,0.485271899,"Agriculture, Food and Natural Resources",Natural Resources Systems,Commercial Divers
965,321,17-3012.01,2536.981101,435.4603263,-2103.495729,2017.466483,721.6030454,0.485039722,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electronic Drafters
966,320,17-3012.01,2536.981101,435.4603263,-2103.495729,2017.466483,721.6030454,0.485039722,Architecture and Construction,Design/Pre-Construction,Electronic Drafters
967,738,27-3011.00,2485.745328,439.1202281,-2076.702448,2037.085838,721.3122364,0.484686346,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Radio and Television Announcers
968,787,27-4032.00,2503.734591,434.1972878,-2054.38546,2000.74646,721.0732196,0.484395905,"Arts, Audio/Video Technology and Communications",Telecommunications,Film and Video Editors
969,786,27-4032.00,2503.734591,434.1972878,-2054.38546,2000.74646,721.0732196,0.484395905,"Arts, Audio/Video Technology and Communications",Performing Arts,Film and Video Editors
970,785,27-4032.00,2503.734591,434.1972878,-2054.38546,2000.74646,721.0732196,0.484395905,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Film and Video Editors
971,784,27-4032.00,2503.734591,434.1972878,-2054.38546,2000.74646,721.0732196,0.484395905,"Arts, Audio/Video Technology and Communications",Audio and Video Technology and Film,Film and Video Editors
972,618,25-1191.00,2500.065843,440.4882767,-2098.677876,2042.119704,720.9989867,0.484305701,Education and Training,Teaching/Training,Graduate Teaching Assistants
973,334,17-3024.00,2557.419864,443.2674982,-1933.137235,1812.74239,720.0731295,0.483180647,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electro-Mechanical Technicians
974,1009,39-5012.00,2489.221752,435.343185,-2079.728292,2033.582119,719.604691,0.482611425,Human Services,Personal Care Services,"Hairdressers, Hairstylists, and Cosmetologists"
975,1298,49-2022.00,2544.882143,442.9544615,-1961.954772,1852.381756,719.5658972,0.482564285,"Arts, Audio/Video Technology and Communications",Telecommunications,"Telecommunications Equipment Installers and Repairers, Except Line Installers"
976,1299,49-2022.00,2544.882143,442.9544615,-1961.954772,1852.381756,719.5658972,0.482564285,Manufacturing,"Maintenance, Installation and Repair","Telecommunications Equipment Installers and Repairers, Except Line Installers"
977,1010,39-5091.00,2490.498037,430.9735163,-2022.584338,1977.285938,719.0432886,0.481929238,"Arts, Audio/Video Technology and Communications",Performing Arts,"Makeup Artists, Theatrical and Performance"
978,1011,39-5091.00,2490.498037,430.9735163,-2022.584338,1977.285938,719.0432886,0.481929238,Human Services,Personal Care Services,"Makeup Artists, Theatrical and Performance"
979,1016,39-6012.00,2440.763647,429.9557583,-2067.067763,2072.053105,718.9261868,0.481786942,Hospitality and Tourism,Lodging,Concierges
980,1550,53-2031.00,2423.009732,429.5818483,-2022.964734,2038.649951,717.0691995,0.479530428,"Transportation, Distribution and Logistics",Transportation Operations,Flight Attendants
981,1549,53-2031.00,2423.009732,429.5818483,-2022.964734,2038.649951,717.0691995,0.479530428,Architecture and Construction,Construction,Flight Attendants
982,1311,49-3011.00,2526.280397,443.7061923,-1926.430858,1824.496749,717.0131201,0.479462283,"Agriculture, Food and Natural Resources","Power, Structural and Technical Systems",Aircraft Mechanics and Service Technicians
983,1312,49-3011.00,2526.280397,443.7061923,-1926.430858,1824.496749,717.0131201,0.479462283,"Transportation, Distribution and Logistics",Facility and Mobile Equipment Maintenance,Aircraft Mechanics and Service Technicians
984,873,29-2055.00,2468.927625,433.5728565,-1938.128623,1896.959133,715.3327478,0.477420382,Health Science,Diagnostic Services,Surgical Technologists
985,874,29-2055.00,2468.927625,433.5728565,-1938.128623,1896.959133,715.3327478,0.477420382,Health Science,Therapeutic Services,Surgical Technologists
986,1095,43-4021.00,2500.042973,432.187268,-2111.08289,2038.042097,714.7973619,0.476769808,Business Management and Administration,Administrative and Information Support,Correspondence Clerks
987,356,17-3031.01,2511.397509,432.1717718,-1989.483253,1904.649429,714.683864,0.476631892,Government and Public Administration,Governance,Surveying Technicians
988,355,17-3031.01,2511.397509,432.1717718,-1989.483253,1904.649429,714.683864,0.476631892,Architecture and Construction,Design/Pre-Construction,Surveying Technicians
989,357,17-3031.01,2511.397509,432.1717718,-1989.483253,1904.649429,714.683864,0.476631892,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Surveying Technicians
990,1483,51-8093.00,2495.191367,431.8579328,-1925.083112,1848.165729,712.5329792,0.474018248,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
991,329,17-3023.01,2537.15265,433.9132247,-1979.416279,1855.831479,711.8702685,0.473212956,Manufacturing,"Maintenance, Installation and Repair",Electronics Engineering Technicians
992,330,17-3023.01,2537.15265,433.9132247,-1979.416279,1855.831479,711.8702685,0.473212956,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electronics Engineering Technicians
993,885,29-2099.05,2462.560004,433.3510957,-2011.479364,1960.585149,711.2542212,0.472464368,Health Science,Diagnostic Services,Ophthalmic Medical Technologists
994,756,27-3042.00,2488.236653,436.8918589,-2105.082766,2022.161192,710.5517343,0.471610742,Human Services,Consumer Services,Technical Writers
995,757,27-3042.00,2488.236653,436.8918589,-2105.082766,2022.161192,710.5517343,0.471610742,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Technical Writers
996,755,27-3042.00,2488.236653,436.8918589,-2105.082766,2022.161192,710.5517343,0.471610742,Business Management and Administration,Marketing,Technical Writers
997,754,27-3042.00,2488.236653,436.8918589,-2105.082766,2022.161192,710.5517343,0.471610742,"Arts, Audio/Video Technology and Communications",Journalism and Broadcasting,Technical Writers
998,1050,41-2031.00,2425.807409,424.5788275,-2044.319385,2035.134068,710.30023,0.471305127,"Marketing, Sales and Service",Professional Sales and Marketing,Retail Salespersons
999,1049,41-2031.00,2425.807409,424.5788275,-2044.319385,2035.134068,710.30023,0.471305127,"Marketing, Sales and Service",Buying and Merchandising,Retail Salespersons
1000,1048,41-2031.00,2425.807409,424.5788275,-2044.319385,2035.134068,710.30023,0.471305127,"Agriculture, Food and Natural Resources",Plant Systems,Retail Salespersons
1001,954,33-9031.00,2423.119649,428.6516571,-2002.959718,1987.190621,709.0005524,0.469725826,"Law, Public Safety, Corrections and Security",Security and Protective Services,Gaming Surveillance Officers and Gaming Investigators
1002,453,19-4041.02,2517.551606,431.6827614,-1974.178119,1859.141276,708.5493812,0.469177586,"Agriculture, Food and Natural Resources",Natural Resources Systems,Geological Sample Test Technicians
1003,1589,53-6051.08,2446.635087,424.9463823,-1984.158097,1944.468325,707.9729244,0.468477106,"Transportation, Distribution and Logistics",Transportation Operations,Freight and Cargo Inspectors
1004,1590,53-6051.08,2446.635087,424.9463823,-1984.158097,1944.468325,707.9729244,0.468477106,"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",Freight and Cargo Inspectors
1005,1303,49-2094.00,2520.182779,435.6244748,-1919.926518,1795.80978,707.9226288,0.468415989,Manufacturing,"Maintenance, Installation and Repair","Electrical and Electronics Repairers, Commercial and Industrial Equipment"
1006,965,35-2012.00,2427.055232,420.7355848,-1939.499974,1922.021614,707.578114,0.467997353,Health Science,Support Services,"Cooks, Institution and Cafeteria"
1007,966,35-2012.00,2427.055232,420.7355848,-1939.499974,1922.021614,707.578114,0.467997353,Hospitality and Tourism,Restaurants and Food/Beverage Services,"Cooks, Institution and Cafeteria"
1008,1306,49-2097.00,2513.007877,439.4576836,-1945.099397,1822.396241,707.440601,0.467830254,"Arts, Audio/Video Technology and Communications",Telecommunications,Electronic Home Entertainment Equipment Installers and Repairers
1009,1307,49-2097.00,2513.007877,439.4576836,-1945.099397,1822.396241,707.440601,0.467830254,Manufacturing,"Maintenance, Installation and Repair",Electronic Home Entertainment Equipment Installers and Repairers
1010,191,13-2082.00,2476.146553,426.0117386,-2080.523026,2005.696835,706.833025,0.467091959,Government and Public Administration,Revenue and Taxation,Tax Preparers
1011,189,13-2082.00,2476.146553,426.0117386,-2080.523026,2005.696835,706.833025,0.467091959,Business Management and Administration,Business Financial Management and Accounting,Tax Preparers
1012,190,13-2082.00,2476.146553,426.0117386,-2080.523026,2005.696835,706.833025,0.467091959,Finance,Financial and Investment Planning,Tax Preparers
1013,1046,41-2022.00,2432.200091,426.8335705,-2018.503603,1984.851576,706.3454087,0.466499433,"Marketing, Sales and Service",Professional Sales and Marketing,Parts Salespersons
1014,1045,41-2022.00,2432.200091,426.8335705,-2018.503603,1984.851576,706.3454087,0.466499433,"Agriculture, Food and Natural Resources","Power, Structural and Technical Systems",Parts Salespersons
1015,1047,41-2022.00,2432.200091,426.8335705,-2018.503603,1984.851576,706.3454087,0.466499433,"Transportation, Distribution and Logistics",Sales and Service,Parts Salespersons
1016,1020,39-9011.00,2401.276735,425.1134773,-2018.819397,2015.148106,705.6797302,0.465690535,Human Services,Early Childhood Development and Services,Childcare Workers
1017,1021,39-9011.00,2401.276735,425.1134773,-2018.819397,2015.148106,705.6797302,0.465690535,Human Services,Family and Community Services,Childcare Workers
1018,1083,43-3011.00,2433.90584,422.4697772,-2080.022476,2044.561403,705.228636,0.465142389,Finance,Banking and Related Services,Bill and Account Collectors
1019,868,29-2052.00,2459.069215,424.0068635,-2022.799195,1960.5307,705.2018959,0.465109896,Health Science,Therapeutic Services,Pharmacy Technicians
1020,323,17-3012.02,2496.273912,425.7056696,-2050.702682,1949.271965,705.1372161,0.4650313,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Electrical Drafters
1021,322,17-3012.02,2496.273912,425.7056696,-2050.702682,1949.271965,705.1372161,0.4650313,Architecture and Construction,Design/Pre-Construction,Electrical Drafters
1022,1119,43-4141.00,2430.700203,423.6648373,-2074.638213,2036.2092,703.9840069,0.46362998,Business Management and Administration,Administrative and Information Support,New Accounts Clerks
1023,1120,43-4141.00,2430.700203,423.6648373,-2074.638213,2036.2092,703.9840069,0.46362998,Finance,Banking and Related Services,New Accounts Clerks
1024,1409,51-4011.00,2493.19806,427.6104774,-1888.476976,1782.620073,703.7379085,0.463330934,Manufacturing,Production,"Computer-Controlled Machine Tool Operators, Metal and Plastic"
1025,448,19-4021.00,2513.387895,426.9657064,-1989.789263,1858.951027,702.3788413,0.461679466,"Science, Technology, Engineering and Mathematics",Science and Math,Biological Technicians
1026,447,19-4021.00,2513.387895,426.9657064,-1989.789263,1858.951027,702.3788413,0.461679466,Manufacturing,"Maintenance, Installation and Repair",Biological Technicians
