,index (ignore),SOC code (occupation label),"Income (Yscore weighted with importance, formula in report)",Satisfaction,Learnability,Security,score (mean of the 4),color,Career Cluster,Career Pathway,Occupation
173,287,17-2081.00,3325.457846,570.2247297,-2712.45932,2606.297188,947.3801108,0.759392303,"Agriculture, Food and Natural Resources",Environmental Service Systems,Environmental Engineers
174,144,13-1081.00,3301.581356,565.9825802,-2710.524782,2632.358444,947.3493996,0.759354984,Business Management and Administration,Management,Logisticians
175,145,13-1081.00,3301.581356,565.9825802,-2710.524782,2632.358444,947.3493996,0.759354984,"Transportation, Distribution and Logistics",Logistics Planning and Management Services,Logisticians
176,810,29-1069.03,3299.088452,572.3225658,-2755.404302,2668.061284,946.0169997,0.757735921,Health Science,Therapeutic Services,Hospitalists
177,203,15-1121.01,3337.990259,568.735267,-2694.830849,2570.670181,945.6412146,0.757279286,Health Science,Health Informatics,Informatics Nurse Specialists
178,304,17-2171.00,3316.011322,568.3995919,-2673.227266,2564.743029,943.9816691,0.755262693,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Petroleum Engineers
179,482,21-1014.00,3271.747472,573.4203948,-2769.671942,2699.681569,943.7943735,0.755035101,Human Services,Counseling and Mental Health Services,Mental Health Counselors
180,481,21-1014.00,3271.747472,573.4203948,-2769.671942,2699.681569,943.7943735,0.755035101,Health Science,Health Informatics,Mental Health Counselors
181,596,25-1113.00,3293.119323,579.6032741,-2782.18951,2684.434019,943.7417766,0.754971188,Education and Training,Teaching/Training,"Social Work Teachers, Postsecondary"
182,598,25-1113.00,3293.119323,579.6032741,-2782.18951,2684.434019,943.7417766,0.754971188,Human Services,Family and Community Services,"Social Work Teachers, Postsecondary"
183,597,25-1113.00,3293.119323,579.6032741,-2782.18951,2684.434019,943.7417766,0.754971188,Human Services,Counseling and Mental Health Services,"Social Work Teachers, Postsecondary"
184,46,11-3071.01,3283.759374,564.2609197,-2691.483488,2614.781302,942.8295271,0.75386267,"Transportation, Distribution and Logistics",Logistics Planning and Management Services,Transportation Managers
185,44,11-3071.01,3283.759374,564.2609197,-2691.483488,2614.781302,942.8295271,0.75386267,Business Management and Administration,Management,Transportation Managers
186,45,11-3071.01,3283.759374,564.2609197,-2691.483488,2614.781302,942.8295271,0.75386267,Government and Public Administration,Governance,Transportation Managers
187,47,11-3071.01,3283.759374,564.2609197,-2691.483488,2614.781302,942.8295271,0.75386267,"Transportation, Distribution and Logistics",Transportation Operations,Transportation Managers
188,280,17-2051.00,3362.736738,566.3510524,-2702.224525,2544.417837,942.8202755,0.753851428,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Civil Engineers
189,279,17-2051.00,3362.736738,566.3510524,-2702.224525,2544.417837,942.8202755,0.753851428,Architecture and Construction,Design/Pre-Construction,Civil Engineers
190,807,29-1067.00,3297.865921,571.9645335,-2705.536051,2606.360901,942.663826,0.753661318,Health Science,Therapeutic Services,Surgeons
191,416,19-3031.02,3290.710982,577.0580846,-2802.341381,2705.22242,942.6625262,0.753659739,Health Science,Therapeutic Services,Clinical Psychologists
192,417,19-3031.02,3290.710982,577.0580846,-2802.341381,2705.22242,942.6625262,0.753659739,Human Services,Counseling and Mental Health Services,Clinical Psychologists
193,415,19-3031.02,3290.710982,577.0580846,-2802.341381,2705.22242,942.6625262,0.753659739,Health Science,Health Informatics,Clinical Psychologists
194,802,29-1062.00,3292.953177,575.2737913,-2750.708382,2649.285167,941.7009384,0.752491267,"Science, Technology, Engineering and Mathematics",Science and Math,Family and General Practitioners
195,801,29-1062.00,3292.953177,575.2737913,-2750.708382,2649.285167,941.7009384,0.752491267,Health Science,Therapeutic Services,Family and General Practitioners
196,382,19-1032.00,3280.898741,563.1117401,-2633.495795,2554.938752,941.3633593,0.752081059,"Agriculture, Food and Natural Resources",Natural Resources Systems,Foresters
197,383,19-1032.00,3280.898741,563.1117401,-2633.495795,2554.938752,941.3633593,0.752081059,"Agriculture, Food and Natural Resources",Plant Systems,Foresters
198,376,19-1029.03,3320.411632,570.4880451,-2723.352442,2596.27178,940.9547541,0.751584543,"Science, Technology, Engineering and Mathematics",Science and Math,Geneticists
199,585,25-1072.00,3278.253172,575.3714881,-2732.679847,2642.153106,940.7744797,0.751365483,Education and Training,Teaching/Training,"Nursing Instructors and Teachers, Postsecondary"
200,586,25-1072.00,3278.253172,575.3714881,-2732.679847,2642.153106,940.7744797,0.751365483,Health Science,Therapeutic Services,"Nursing Instructors and Teachers, Postsecondary"
201,38,11-3051.01,3298.461474,567.1319188,-2614.668684,2505.922423,939.2117828,0.749466574,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Quality Control Systems Managers
202,812,29-1069.05,3284.26573,569.9258459,-2705.612631,2606.074304,938.663312,0.748800101,Health Science,Therapeutic Services,Nuclear Medicine Physicians
203,478,21-1012.00,3239.459901,571.0687838,-2765.803953,2709.106213,938.4577362,0.748550296,Education and Training,Professional Support Services,"Educational, Guidance, School, and Vocational Counselors"
204,255,15-2011.00,3360.003061,558.9408266,-2736.929512,2570.251302,938.0664194,0.748074788,Finance,Insurance Services,Actuaries
205,143,13-1075.00,3248.262146,564.7598716,-2742.689124,2680.17386,937.6266885,0.74754045,Business Management and Administration,Human Resources,Labor Relations Specialists
206,815,29-1069.08,3263.099354,566.4095905,-2694.226895,2613.334651,937.154175,0.746966276,Health Science,Therapeutic Services,Physical Medicine and Rehabilitation Physicians
207,369,19-1021.00,3352.533195,571.0513193,-2692.709478,2516.022235,936.7243181,0.746443936,"Science, Technology, Engineering and Mathematics",Science and Math,Biochemists and Biophysicists
208,368,19-1021.00,3352.533195,571.0513193,-2692.709478,2516.022235,936.7243181,0.746443936,"Agriculture, Food and Natural Resources",Plant Systems,Biochemists and Biophysicists
209,277,17-2031.00,3375.086337,567.8348327,-2650.6129,2450.198756,935.6267564,0.745110236,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Biomedical Engineers
210,276,17-2031.00,3375.086337,567.8348327,-2650.6129,2450.198756,935.6267564,0.745110236,Health Science,Biotechnology Research and Development,Biomedical Engineers
211,560,25-1061.00,3290.961849,577.0027694,-2787.706459,2658.597703,934.7139655,0.74400106,"Science, Technology, Engineering and Mathematics",Science and Math,"Anthropology and Archeology Teachers, Postsecondary"
212,559,25-1061.00,3290.961849,577.0027694,-2787.706459,2658.597703,934.7139655,0.74400106,"Law, Public Safety, Corrections and Security",Law Enforcement Services,"Anthropology and Archeology Teachers, Postsecondary"
213,558,25-1061.00,3290.961849,577.0027694,-2787.706459,2658.597703,934.7139655,0.74400106,Education and Training,Teaching/Training,"Anthropology and Archeology Teachers, Postsecondary"
214,438,19-3099.01,3289.176314,561.5664213,-2697.328971,2584.023486,934.3593125,0.743570104,"Transportation, Distribution and Logistics","Transportation Systems/Infrastructure Planning, Management and Regulation",Transportation Planners
215,805,29-1065.00,3266.608261,570.8357092,-2735.643286,2631.864833,933.4163793,0.742424301,Health Science,Therapeutic Services,"Pediatricians, General"
216,100,11-9131.00,3204.751588,557.8330697,-2629.508422,2597.050746,932.5317453,0.741349339,Government and Public Administration,Public Management and Administration,Postmasters and Mail Superintendents
217,99,11-9131.00,3204.751588,557.8330697,-2629.508422,2597.050746,932.5317453,0.741349339,Government and Public Administration,Governance,Postmasters and Mail Superintendents
218,803,29-1063.00,3292.002038,568.2351031,-2728.543294,2598.409911,932.5259396,0.741342284,Health Science,Therapeutic Services,"Internists, General"
219,301,17-2141.02,3316.969546,554.7916629,-2649.360278,2501.209416,930.9025867,0.73936967,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Automotive Engineers
220,555,25-1053.00,3269.136999,571.006176,-2736.87226,2612.963912,929.0587068,0.737129083,Education and Training,Teaching/Training,"Environmental Science Teachers, Postsecondary"
221,554,25-1053.00,3269.136999,571.006176,-2736.87226,2612.963912,929.0587068,0.737129083,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Environmental Science Teachers, Postsecondary"
222,817,29-1069.10,3232.828128,563.4459736,-2651.470728,2562.538192,926.8353914,0.734427425,Health Science,Diagnostic Services,Radiologists
223,389,19-1042.00,3290.39472,560.4008163,-2682.508263,2537.468447,926.4389302,0.733945666,"Science, Technology, Engineering and Mathematics",Science and Math,"Medical Scientists, Except Epidemiologists"
224,388,19-1042.00,3290.39472,560.4008163,-2682.508263,2537.468447,926.4389302,0.733945666,Health Science,Therapeutic Services,"Medical Scientists, Except Epidemiologists"
225,387,19-1042.00,3290.39472,560.4008163,-2682.508263,2537.468447,926.4389302,0.733945666,Health Science,Biotechnology Research and Development,"Medical Scientists, Except Epidemiologists"
226,307,17-2199.03,3295.7896,556.2585712,-2670.350948,2520.202154,925.4748444,0.732774159,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Energy Engineers
227,791,29-1023.00,3216.066938,560.8855045,-2630.347312,2551.500671,924.5264502,0.73162172,Health Science,Therapeutic Services,Orthodontists
228,251,15-1199.09,3214.659697,550.7658489,-2629.34235,2558.786326,923.7173804,0.73063858,Information Technology,Information Support and Services,Information Technology Project Managers
229,820,29-1071.00,3223.556469,558.5405322,-2676.856075,2583.383952,922.1562194,0.728741538,Health Science,Diagnostic Services,Physician Assistants
230,821,29-1071.00,3223.556469,558.5405322,-2676.856075,2583.383952,922.1562194,0.728741538,Health Science,Therapeutic Services,Physician Assistants
231,268,17-1012.00,3223.69934,554.3688075,-2632.745494,2543.131636,922.1135725,0.728689716,Architecture and Construction,Design/Pre-Construction,Landscape Architects
232,557,25-1054.00,3262.101066,568.7589382,-2705.283018,2562.481979,922.0147414,0.728569622,"Science, Technology, Engineering and Mathematics",Science and Math,"Physics Teachers, Postsecondary"
233,556,25-1054.00,3262.101066,568.7589382,-2705.283018,2562.481979,922.0147414,0.728569622,Education and Training,Teaching/Training,"Physics Teachers, Postsecondary"
234,490,21-1023.00,3190.590749,559.8943896,-2697.391121,2634.843614,921.9844078,0.728532762,Human Services,Counseling and Mental Health Services,Mental Health and Substance Abuse Social Workers
235,489,21-1023.00,3190.590749,559.8943896,-2697.391121,2634.843614,921.9844078,0.728532762,Health Science,Support Services,Mental Health and Substance Abuse Social Workers
236,39,11-3051.02,3220.359758,555.6468823,-2541.365068,2451.953313,921.6487214,0.728124853,Business Management and Administration,Management,Geothermal Production Managers
237,838,29-1141.01,3192.461977,556.2463506,-2615.736804,2552.791421,921.4407362,0.72787212,Health Science,Therapeutic Services,Acute Care Nurses
238,281,17-2051.01,3259.091471,548.2476922,-2614.720393,2489.924895,920.6359163,0.726894145,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Transportation Engineers
239,258,15-2031.00,3323.983268,553.3888584,-2714.89359,2519.53092,920.5023641,0.726731859,Architecture and Construction,Design/Pre-Construction,Operations Research Analysts
240,259,15-2031.00,3323.983268,553.3888584,-2714.89359,2519.53092,920.5023641,0.726731859,Business Management and Administration,Business Analysis,Operations Research Analysts
241,260,15-2031.00,3323.983268,553.3888584,-2714.89359,2519.53092,920.5023641,0.726731859,Business Management and Administration,Management,Operations Research Analysts
242,150,13-1121.00,3181.68865,551.1962582,-2600.706051,2547.495947,919.9187009,0.726022622,Hospitality and Tourism,Travel and Tourism,"Meeting, Convention, and Event Planners"
243,151,13-1121.00,3181.68865,551.1962582,-2600.706051,2547.495947,919.9187009,0.726022622,"Marketing, Sales and Service",Professional Sales and Marketing,"Meeting, Convention, and Event Planners"
244,546,25-1042.00,3242.098956,566.8341466,-2722.851776,2591.728764,919.4525226,0.725456146,"Agriculture, Food and Natural Resources",Natural Resources Systems,"Biological Science Teachers, Postsecondary"
245,548,25-1042.00,3242.098956,566.8341466,-2722.851776,2591.728764,919.4525226,0.725456146,"Science, Technology, Engineering and Mathematics",Science and Math,"Biological Science Teachers, Postsecondary"
246,547,25-1042.00,3242.098956,566.8341466,-2722.851776,2591.728764,919.4525226,0.725456146,Education and Training,Teaching/Training,"Biological Science Teachers, Postsecondary"
247,275,17-2021.00,3267.791942,551.8911259,-2623.542362,2479.342882,918.8708968,0.724749385,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Agricultural Engineers
248,245,15-1199.02,3292.023227,556.3481657,-2623.277033,2448.82634,918.4801748,0.724274599,Information Technology,Information Support and Services,Computer Systems Engineers/Architects
249,57,11-9013.01,3169.32708,553.261605,-2542.532431,2492.500093,918.1390868,0.723860127,"Agriculture, Food and Natural Resources",Plant Systems,Nursery and Greenhouse Managers
250,292,17-2111.02,3264.594496,553.0282865,-2610.216164,2464.938381,918.0862499,0.723795922,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Fire-Prevention and Protection Engineers
251,843,29-1161.00,3193.424927,557.9018778,-2661.313096,2581.686575,917.9250708,0.723600066,Health Science,Therapeutic Services,Nurse Midwives
252,632,25-2021.00,3173.823356,559.9642448,-2672.799629,2610.346386,917.8335895,0.723488903,Education and Training,Teaching/Training,"Elementary School Teachers, Except Special Education"
253,295,17-2112.01,3254.964973,550.4480116,-2635.720527,2500.833087,917.6313862,0.723243196,"Science, Technology, Engineering and Mathematics",Engineering and Technology,Human Factors Engineers and Ergonomists
